Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Brand,Model,Age
Mumbai,2009,58557,Diesel,Automatic,Third,16.07,1995.0,181.0,5.0,8000.0,BMW,3,15
Bangalore,2014,70000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,8250.0,Renault,Duster,10
Mumbai,2017,16000,Petrol,Automatic,First,17.01,1499.0,110.4,5.0,5950.0,Ford,Figo,7
Kochi,2018,8899,Diesel,Manual,First,13.68,2393.0,147.8,7.0,19920.0,Toyota,Innova,6
Kochi,2016,83629,Diesel,Manual,First,25.44,936.0,56.3,5.0,3150.0,Chevrolet,Beat,8
Chennai,2014,35059,Petrol,Automatic,First,17.21,1798.0,189.0,4.0,5750.0,Volkswagen,Polo,10
Kochi,2018,30552,Diesel,Automatic,First,10.91,3198.0,197.2,7.0,32439.999999999996,Ford,Endeavour,6
Kochi,2016,44875,Diesel,Automatic,Second,22.32,1582.0,126.32,5.0,8010.0,Hyundai,Verna,8
Coimbatore,2017,25095,Petrol,Manual,First,18.16,1196.0,86.8,5.0,6480.0,Ford,Figo,7
Jaipur,2007,59000,Petrol,Manual,First,16.1,796.0,37.0,4.0,750.0,Maruti,800,17
Kolkata,2014,36000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,5000.0,Honda,City,10
Mumbai,2012,37000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,7750.0,Mahindra,XUV500,12
Chennai,2010,90000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,2600.0,Ford,Figo,14
Pune,2018,17000,Petrol,Manual,First,17.0,1497.0,121.36,5.0,9200.0,Ford,EcoSport,6
Mumbai,2015,42575,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5050.0,Hyundai,i20,9
Hyderabad,2012,131000,Diesel,Manual,First,12.99,2494.0,100.0,7.0,9600.0,Toyota,Innova,12
Mumbai,2013,74000,Diesel,Manual,First,20.46,1461.0,83.8,5.0,5500.0,Renault,Duster,11
Mumbai,2013,47234,Diesel,Manual,First,12.99,2494.0,100.6,8.0,9350.0,Toyota,Innova,11
Delhi,2009,231673,Petrol,Manual,First,17.0,1497.0,118.0,5.0,2600.0,Honda,City,15
Hyderabad,2016,10000,Petrol,Manual,First,24.07,998.0,67.1,5.0,3500.0,Maruti,Alto,8
Kochi,2016,49389,Petrol,Manual,First,19.49,1198.0,67.04,5.0,4260.0,Nissan,Micra,8
Chennai,2016,12000,Petrol,Automatic,Second,23.1,998.0,67.04,5.0,4250.0,Maruti,Celerio,8
Hyderabad,2010,65000,Petrol,Manual,Second,11.7,1796.0,178.0,5.0,11750.0,Mercedes-Benz,New,14
Chennai,2013,177000,Diesel,Manual,First,23.5,1498.0,88.7,5.0,3500.0,Ford,Fiesta,11
Jaipur,2015,89000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,7500.0,Hyundai,Verna,9
Chennai,2009,72000,Petrol,Automatic,Third,15.0,1396.0,100.0,5.0,3250.0,Hyundai,i20,15
Chennai,2012,49000,Petrol,Manual,First,17.5,1298.0,85.8,5.0,4900.0,Maruti,Swift,12
Hyderabad,2014,51355,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,27000.0,Mercedes-Benz,New,10
Kochi,2017,13460,Petrol,Manual,First,18.6,1197.0,81.86,5.0,8910.0,Hyundai,Elite,7
Kochi,2014,35642,Petrol,Automatic,First,17.01,1591.0,121.4,5.0,6690.0,Hyundai,Verna,10
Kochi,2014,52895,Diesel,Manual,First,17.3,1998.0,163.7,5.0,6020.0,Chevrolet,Cruze,10
Mumbai,2010,93000,Petrol,Manual,First,14.28,1798.0,138.03,5.0,4500.0,Toyota,Corolla,14
Pune,2011,70000,Petrol,Manual,First,19.0,998.0,66.1,5.0,2000.0,Maruti,A-Star,13
Kolkata,2012,32048,Diesel,Manual,First,23.08,1461.0,63.1,5.0,2400.0,Nissan,Micra,12
Pune,2013,4700,Petrol,Manual,First,25.4,624.0,37.48,4.0,1200.0,Tata,Nano,11
Delhi,2014,71800,Diesel,Manual,First,23.4,1248.0,74.0,5.0,2900.0,Maruti,Swift,10
Coimbatore,2008,69078,Petrol,Manual,First,0.0,1493.0,97.7,5.0,40880.0,Land,Rover,16
Ahmedabad,2016,45000,Diesel,Automatic,First,17.32,1968.0,184.0,5.0,27000.0,Audi,Q3,8
Chennai,2016,15388,Diesel,Manual,First,25.8,1498.0,98.6,5.0,7500.0,Honda,Amaze,8
Mumbai,2004,98798,Petrol,Manual,First,14.7,1599.0,104.0,5.0,1500.0,Chevrolet,Optra,20
Hyderabad,2016,43000,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,39500.0,Audi,Q5,8
Hyderabad,2012,85112,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3390.0,Maruti,Ritz,12
Kochi,2018,37804,Diesel,Manual,First,15.4,2179.0,120.0,7.0,12400.0,Mahindra,Scorpio,6
Chennai,2014,45000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,6850.0,Maruti,Ciaz,10
Pune,2011,116000,Diesel,Manual,Second,21.43,1364.0,138.0,5.0,5750.0,Toyota,Corolla,13
Chennai,2015,100073,Diesel,Manual,Second,25.0,1396.0,69.0,5.0,2000.0,Tata,Indica,9
Jaipur,2006,165000,Petrol,Manual,First,16.1,796.0,37.0,4.0,900.0,Maruti,800,18
Kolkata,2015,22000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,3800.0,Volkswagen,Polo,9
Delhi,2017,9500,Petrol,Automatic,First,14.62,1999.0,149.92,5.0,16350.000000000002,Hyundai,Elantra,7
Hyderabad,2012,152000,Diesel,Automatic,First,11.5,2982.0,169.0,7.0,16500.0,Toyota,Fortuner,12
Coimbatore,2019,17705,Petrol,Manual,First,21.4,1197.0,83.1,5.0,8700.0,Maruti,Baleno,5
Mumbai,2016,12000,Petrol,Manual,First,21.4,1197.0,83.1,5.0,6100.0,Maruti,Baleno,8
Hyderabad,2013,51000,Diesel,Automatic,First,23.8,1998.0,112.0,5.0,21940.0,Mini,Cooper,11
Chennai,2009,42000,Diesel,Automatic,Second,13.0,2987.0,210.0,5.0,22000.0,Mercedes-Benz,S,15
Delhi,2015,51000,Petrol,Manual,First,20.92,998.0,67.1,5.0,2650.0,Maruti,Alto,9
Kochi,2017,42527,Petrol,Manual,First,20.4,1197.0,81.8,5.0,5270.0,Maruti,Swift,7
Kolkata,2014,45000,Diesel,Manual,First,22.1,1248.0,74.0,5.0,2480.0,Chevrolet,Sail,10
Kolkata,2011,70000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,6000.0,Toyota,Innova,13
Mumbai,2009,92000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,8900.0,Toyota,Fortuner,15
Hyderabad,2012,57156,Diesel,Automatic,Second,18.88,1995.0,184.0,5.0,18000.0,BMW,3,12
Coimbatore,2016,53211,Petrol,Manual,First,16.8,1395.0,138.02,5.0,11640.0,Skoda,Octavia,8
Kolkata,2019,80000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,8990.0,Toyota,Fortuner,5
Bangalore,2009,74000,Diesel,Automatic,First,15.5,1896.0,105.0,5.0,5250.0,Volkswagen,Jetta,15
Kolkata,2011,37000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,2950.0,Hyundai,i20,13
Mumbai,2013,64000,Diesel,Manual,Second,21.02,1248.0,88.76,5.0,2650.0,Tata,Manza,11
Pune,2013,57197,Petrol,Manual,First,15.04,1598.0,103.6,5.0,4000.0,Volkswagen,Vento,11
Chennai,2016,55000,Diesel,Automatic,First,17.6,1582.0,126.2,5.0,12500.0,Hyundai,Creta,8
Mumbai,2014,33000,Petrol,Manual,First,21.1,1197.0,85.8,5.0,3250.0,Maruti,Ritz,10
Delhi,2008,70000,Petrol,Manual,First,13.1,1997.0,141.1,5.0,4000.0,Honda,CR-V,16
Delhi,2012,75000,Diesel,Manual,Second,15.1,2179.0,140.0,7.0,6250.0,Mahindra,XUV500,12
Jaipur,2016,58095,Diesel,Manual,First,21.66,1498.0,108.62,5.0,5800.0,Volkswagen,Ameo,8
Kolkata,2015,7445,Petrol,Manual,First,17.57,1193.0,88.7,5.0,5000.0,Tata,Zest,9
Kochi,2016,17652,Diesel,Automatic,First,12.9,2993.0,270.88,5.0,58730.0,Jaguar,XJ,8
Kochi,2018,28321,Petrol,Automatic,First,14.28,1798.0,138.03,5.0,17490.0,Toyota,Corolla,6
Pune,2011,69000,Petrol,Manual,Second,19.0,998.0,66.1,5.0,1950.0,Maruti,A-Star,13
Mumbai,2007,80000,Petrol,Automatic,First,11.1,2354.0,142.0,5.0,3000.0,Honda,Accord,17
Delhi,2014,42365,Petrol,Manual,First,17.0,1197.0,80.0,5.0,5500.0,Hyundai,i20,10
Delhi,2013,123000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,16500.0,Toyota,Fortuner,11
Mumbai,2011,40000,Petrol,Automatic,Second,11.74,1796.0,186.0,5.0,14500.0,Mercedes-Benz,New,13
Hyderabad,2016,30112,Diesel,Manual,First,27.39,1248.0,74.0,5.0,7790.0,Maruti,Baleno,8
Kochi,2017,43775,Diesel,Manual,First,20.77,1248.0,88.76,7.0,8270.0,Maruti,Ertiga,7
Kochi,2019,26013,Diesel,Automatic,First,12.65,2993.0,255.0,5.0,97070.0,Land,Rover,5
Mumbai,2012,56000,Petrol,Manual,First,12.9,1598.0,102.5,5.0,2150.0,Chevrolet,Optra,12
Hyderabad,2008,95000,Petrol,Automatic,Second,12.9,1799.0,130.0,5.0,3000.0,Honda,Civic,16
Coimbatore,2014,41089,Diesel,Automatic,First,16.09,1995.0,184.0,5.0,28790.0,BMW,X3,10
Mumbai,2011,41988,Diesel,Automatic,First,20.0,1968.0,138.1,5.0,5450.0,Skoda,Laura,13
Delhi,2013,72486,Diesel,Manual,First,23.4,1248.0,74.0,5.0,3950.0,Maruti,Swift,11
Pune,2013,92000,Diesel,Automatic,First,23.3,1984.0,150.0,5.0,16000.0,Volvo,V40,11
Delhi,2013,40000,Petrol,Manual,First,17.5,1298.0,85.8,5.0,4250.0,Maruti,Swift,11
Bangalore,2014,56000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,34500.0,Land,Rover,10
Mumbai,2008,125000,Petrol,Automatic,Third,11.7,2354.0,177.6,5.0,2600.0,Honda,Accord,16
Kochi,2017,29219,Diesel,Manual,First,12.99,2494.0,100.6,8.0,13480.0,Toyota,Innova,7
Hyderabad,2018,39927,Diesel,Manual,First,12.55,2982.0,168.5,7.0,32100.0,Toyota,Fortuner,6
Kochi,2018,38593,Petrol,Manual,First,18.7,1199.0,88.7,5.0,6170.0,Honda,Jazz,6
Kolkata,2015,32000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5500.0,Honda,City,9
Hyderabad,2017,28226,Diesel,Automatic,First,28.4,1248.0,73.75,5.0,9150.0,Maruti,Dzire,7
Pune,2014,95000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,4500.0,Nissan,Sunny,10
Chennai,2014,194000,Diesel,Manual,First,12.99,2494.0,100.6,8.0,10500.0,Toyota,Innova,10
Coimbatore,2016,14821,Petrol,Manual,First,19.4,1198.0,86.8,5.0,5370.0,Honda,Brio,8
Bangalore,2012,52000,Petrol,Manual,First,15.04,1598.0,103.6,5.0,5450.0,Volkswagen,Vento,12
Mumbai,2016,33000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,9250.0,Mahindra,XUV500,8
Chennai,2016,29200,Diesel,Manual,First,23.0,1498.0,98.96,5.0,7700.0,Ford,EcoSport,8
Hyderabad,2012,99754,Diesel,Manual,First,17.72,1968.0,108.49,5.0,7990.0,Skoda,Yeti,12
Chennai,2012,49000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3000.0,Hyundai,i10,12
Hyderabad,2005,299322,Diesel,Manual,First,12.8,2494.0,102.0,8.0,4000.0,Toyota,Innova,19
Coimbatore,2018,38310,Diesel,Manual,First,20.65,1248.0,88.7,5.0,6690.0,Tata,Zest,6
Delhi,2014,56000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4250.0,Maruti,Swift,10
Kolkata,2017,31300,Diesel,Automatic,First,21.72,1498.0,108.4,5.0,10500.0,Skoda,Rapid,7
Coimbatore,2019,11241,Diesel,Manual,First,13.68,2393.0,147.8,8.0,22550.0,Toyota,Innova,5
Pune,2014,48000,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,5200.0,Hyundai,Verna,10
Coimbatore,2019,23882,Petrol,Manual,First,17.4,1497.0,117.3,5.0,11870.0,Honda,City,5
Hyderabad,2014,65000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,6990.0,Honda,City,10
Jaipur,2011,50000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,5000.0,Volkswagen,Vento,13
Chennai,2014,25000,Diesel,Automatic,First,12.19,2967.0,236.0,5.0,44000.0,Audi,Q5,10
Chennai,2015,21000,Petrol,Manual,First,22.74,796.0,47.3,5.0,2790.0,Maruti,Alto,9
Pune,2012,148000,Diesel,Manual,Second,21.12,1248.0,88.8,5.0,2900.0,Tata,Manza,12
Delhi,2016,68000,Petrol,Manual,First,15.29,1591.0,121.3,5.0,9850.0,Hyundai,Creta,8
Bangalore,2014,52000,Diesel,Automatic,First,12.0,2987.0,224.0,7.0,49000.0,Mercedes-Benz,GL-Class,10
Jaipur,2016,19000,Diesel,Manual,First,16.55,2498.0,105.0,6.0,9250.0,Mahindra,Thar,8
Mumbai,2011,74000,Diesel,Manual,Second,22.32,1582.0,126.3,5.0,3750.0,Hyundai,Verna,13
Coimbatore,2017,30279,Diesel,Manual,First,26.1,1498.0,99.0,5.0,7290.0,Ford,Aspire,7
Mumbai,2016,20000,Diesel,Automatic,First,20.7,1496.0,113.98,4.0,23500.0,Mini,Cooper,8
Hyderabad,2013,34834,Petrol,Manual,First,14.0,796.0,35.0,5.0,2600.0,Maruti,Omni,11
Pune,2015,90000,Diesel,Manual,Second,21.03,1461.0,65.0,5.0,3100.0,Mahindra,Verito,9
Coimbatore,2016,38730,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,29980.0,Mercedes-Benz,E-Class,8
Kochi,2016,57390,Diesel,Manual,First,19.01,1461.0,108.45,5.0,6730.0,Renault,Duster,8
Kolkata,2016,100000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,3500.0,Maruti,Swift,8
Kolkata,2011,50000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,2350.0,Volkswagen,Polo,13
Coimbatore,2017,64961,Diesel,Manual,First,16.0,2179.0,140.0,7.0,16129.999999999998,Mahindra,XUV500,7
Coimbatore,2014,72465,Petrol,Manual,First,16.47,1198.0,74.0,5.0,5900.0,Volkswagen,Polo,10
Hyderabad,2012,68776,Petrol,Manual,First,21.1,1197.0,85.8,5.0,3900.0,Maruti,Ritz,12
Pune,2005,150000,Petrol,Manual,First,14.7,1598.0,97.7,5.0,1500.0,Chevrolet,Optra,19
Delhi,2012,68000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,6950.0,Toyota,Innova,12
Delhi,2015,33000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,7000.0,Honda,City,9
Coimbatore,2017,22389,Petrol,Manual,First,17.0,1198.0,73.75,5.0,7230.0,Volkswagen,Ameo,7
Mumbai,2012,90000,Diesel,Manual,First,21.5,1248.0,88.8,5.0,3810.0,Maruti,SX4,12
Chennai,2012,42000,Petrol,Manual,Third,18.6,1197.0,85.8,5.0,4500.0,Maruti,Swift,12
Pune,2017,38767,Diesel,Manual,First,19.67,1582.0,126.2,5.0,12600.0,Hyundai,Creta,7
Bangalore,2015,21000,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,48000.0,Audi,Q7,9
Coimbatore,2010,59136,Petrol,Manual,First,19.7,796.0,46.3,5.0,2960.0,Maruti,Alto,14
Kolkata,2014,36000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3250.0,Honda,Amaze,10
Chennai,2011,95000,Diesel,Automatic,Second,18.33,1968.0,167.7,5.0,8500.0,Volkswagen,Passat,13
Mumbai,2013,51000,Diesel,Automatic,First,19.5,1582.0,126.24,5.0,8750.0,Hyundai,Elantra,11
Kochi,2011,36411,Petrol,Manual,First,18.9,998.0,67.1,5.0,3080.0,Maruti,Wagon,13
Mumbai,2017,40000,Diesel,Automatic,First,12.81,1999.0,148.31,7.0,41500.0,Land,Rover,7
Pune,2016,27300,Petrol,Manual,First,17.8,1497.0,117.3,5.0,7000.0,Honda,City,8
Kochi,2011,29813,Petrol,Automatic,Second,14.74,1991.0,181.03,5.0,11500.0,Mercedes-Benz,New,13
Pune,2011,71000,Petrol,Manual,First,20.51,998.0,67.04,5.0,2600.0,Maruti,Wagon,13
Kolkata,2014,32000,Diesel,Manual,First,22.32,1582.0,126.3,5.0,4300.0,Hyundai,Verna,10
Mumbai,2017,19234,CNG,Manual,First,17.5,1373.0,80.46,7.0,8350.0,Maruti,Ertiga,7
Jaipur,2017,50510,Diesel,Automatic,First,17.06,1968.0,141.0,5.0,24900.0,Volkswagen,Tiguan,7
Pune,2011,102000,Diesel,Automatic,First,15.06,1995.0,177.0,5.0,13750.0,BMW,X1,13
Kolkata,2014,42277,Diesel,Manual,First,24.0,1186.0,73.97,5.0,3850.0,Hyundai,Grand,10
Mumbai,2014,46000,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,23250.0,Mercedes-Benz,E-Class,10
Chennai,2012,35000,Diesel,Manual,First,13.6,2523.0,97.7,7.0,7000.0,Mahindra,Bolero,12
Bangalore,2015,50000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5750.0,Hyundai,Grand,9
Mumbai,2008,62000,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,1650.0,Hyundai,i10,16
Mumbai,2012,78000,Diesel,Manual,First,19.33,1968.0,138.1,5.0,6500.0,Volkswagen,Jetta,12
Chennai,2011,79000,Diesel,Manual,First,17.67,1968.0,138.08,5.0,7500.0,Skoda,Yeti,13
Kochi,2019,6773,Diesel,Automatic,First,14.75,2967.0,245.0,7.0,72940.0,Audi,Q7,5
Chennai,2010,135000,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,11000.0,Toyota,Fortuner,14
Kochi,2013,36716,Petrol,Manual,First,18.9,1061.0,67.0,5.0,3020.0,Maruti,Wagon,11
Coimbatore,2013,65060,Petrol,Manual,First,21.1,814.0,55.2,5.0,3320.0,Hyundai,EON,11
Delhi,2013,33000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3240.0,Honda,Brio,11
Kolkata,2015,11110,Petrol,Manual,First,22.74,796.0,47.3,5.0,2350.0,Maruti,Alto,9
Jaipur,2013,63000,Diesel,Manual,First,15.96,2523.0,62.1,7.0,5500.0,Mahindra,Bolero,11
Mumbai,2015,27030,Petrol,Manual,First,17.8,1497.0,117.3,5.0,6750.0,Honda,City,9
Mumbai,2015,19600,Petrol,Manual,First,15.0,1598.0,103.52,5.0,6150.0,Skoda,Rapid,9
Pune,2016,27755,Petrol,Manual,First,22.0,1197.0,81.8,5.0,5450.0,Maruti,Swift,8
Hyderabad,2013,20000,Petrol,Manual,Second,21.1,814.0,55.2,5.0,2300.0,Hyundai,EON,11
Kochi,2015,24782,Petrol,Manual,First,20.85,1197.0,83.14,5.0,6210.0,Maruti,Swift,9
Coimbatore,2014,47303,Petrol,Automatic,First,19.34,1198.0,76.0,5.0,5210.0,Nissan,Micra,10
Delhi,2008,71000,Petrol,Automatic,First,8.3,4134.0,250.0,7.0,11990.0,Audi,Q7,16
Pune,2010,135000,Diesel,Manual,First,17.8,1248.0,75.0,5.0,3100.0,Maruti,Swift,14
Jaipur,2017,1000,Diesel,Manual,First,13.49,2179.0,138.03,5.0,7500.0,Tata,Xenon,7
Kolkata,2016,29000,Diesel,Manual,First,20.14,1498.0,88.8,5.0,4000.0,Volkswagen,Polo,8
Kochi,2016,36367,Petrol,Manual,First,17.8,1497.0,117.3,5.0,7730.0,Honda,City,8
Bangalore,2015,38000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,7800.0,Honda,City,9
Hyderabad,2011,83969,Petrol,Manual,First,16.1,796.0,37.0,4.0,1300.0,Maruti,800,13
Jaipur,2014,82621,Diesel,Manual,First,20.14,1498.0,88.8,5.0,4420.0,Volkswagen,Polo,10
Pune,2009,89000,Diesel,Automatic,First,12.5,1991.0,147.9,7.0,4000.0,Chevrolet,Captiva,15
Kolkata,2016,54000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,13000.0,Mahindra,XUV500,8
Kochi,2015,61691,Diesel,Manual,First,25.8,1498.0,98.6,5.0,5380.0,Honda,Amaze,9
Chennai,2011,32200,Petrol,Manual,Second,17.0,1197.0,80.0,5.0,3250.0,Hyundai,i20,13
Jaipur,2016,68630,Petrol,Automatic,First,20.51,998.0,67.0,5.0,3870.0,Maruti,Wagon,8
Mumbai,2014,61000,Diesel,Automatic,Second,16.96,1968.0,138.03,5.0,8250.0,Volkswagen,Jetta,10
Mumbai,2018,32644,Petrol,Manual,First,20.73,1373.0,91.1,5.0,9280.0,Maruti,Ciaz,6
Delhi,2012,85000,Diesel,Automatic,First,11.79,2179.0,120.0,7.0,6250.0,Mahindra,Scorpio,12
Mumbai,2008,75000,Petrol,Manual,Second,15.26,1150.0,74.9,5.0,1150.0,Chevrolet,Aveo,16
Kochi,2016,40347,Petrol,Manual,First,20.73,1373.0,91.2,5.0,7800.0,Maruti,Ciaz,8
Hyderabad,2012,60788,Diesel,Manual,First,23.0,1396.0,90.0,5.0,4500.0,Hyundai,i20,12
Kochi,2018,18664,Petrol,Manual,First,18.7,1199.0,88.7,5.0,7560.0,Honda,Jazz,6
Coimbatore,2017,57847,Diesel,Manual,First,16.0,2179.0,140.0,7.0,16079.999999999998,Mahindra,XUV500,7
Bangalore,2012,52237,Petrol,Manual,First,17.0,1197.0,80.0,5.0,4500.0,Hyundai,i20,12
Chennai,2012,128000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,5000.0,Hyundai,Verna,12
Delhi,2011,54000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,2200.0,Hyundai,i10,13
Bangalore,2014,49800,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4000.0,Maruti,Celerio,10
Kolkata,2012,98000,Diesel,Manual,First,20.86,1199.0,73.9,5.0,2510.0,Skoda,Fabia,12
Delhi,2015,60095,Diesel,Manual,First,25.2,1248.0,74.0,5.0,4750.0,Maruti,Swift,9
Pune,2008,68000,Petrol,Manual,Second,16.0,1086.0,66.7,5.0,2000.0,Hyundai,i10,16
Jaipur,2010,81402,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,2100.0,Hyundai,i10,14
Mumbai,2013,38000,Petrol,Automatic,First,16.5,1499.0,110.0,5.0,6250.0,Ford,Ecosport,11
Kochi,2011,92239,Diesel,Automatic,Second,11.5,2987.0,210.0,5.0,10600.0,Mercedes-Benz,E-Class,13
Ahmedabad,2017,49224,Diesel,Manual,First,25.2,1248.0,74.0,5.0,6000.0,Maruti,Swift,7
Jaipur,2004,12000,Petrol,Manual,Second,16.1,796.0,37.0,4.0,450.0,Maruti,800,20
Pune,2010,54898,Petrol,Manual,Third,16.1,1298.0,88.2,5.0,2500.0,Maruti,Swift,14
Mumbai,2018,2500,Petrol,Manual,First,15.29,1591.0,121.3,5.0,12750.0,Hyundai,Creta,6
Kochi,2017,32838,Diesel,Automatic,First,17.05,1995.0,190.0,5.0,30290.0,BMW,X1,7
Hyderabad,2006,27076,Petrol,Manual,First,13.8,1299.0,70.0,5.0,1600.0,Ford,Ikon,18
Kochi,2017,75445,Diesel,Manual,First,22.7,1498.0,89.84,5.0,7540.0,Ford,Ecosport,7
Kochi,2015,46601,Petrol,Manual,First,20.73,1373.0,91.1,5.0,6840.0,Maruti,Ciaz,9
Kolkata,2012,72000,Diesel,Automatic,First,18.33,1968.0,167.7,5.0,6000.0,Volkswagen,Passat,12
Pune,2017,27000,Diesel,Manual,First,27.3,1498.0,98.6,5.0,8000.0,Honda,Jazz,7
Coimbatore,2016,68193,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,24740.0,Audi,A4,8
Kochi,2017,34429,Diesel,Manual,First,24.0,1120.0,70.0,5.0,5500.0,Hyundai,Grand,7
Delhi,2013,46000,Diesel,Automatic,First,12.0,2987.0,224.0,7.0,36000.0,Mercedes-Benz,GL-Class,11
Coimbatore,2013,80544,Diesel,Manual,First,12.99,2494.0,100.6,7.0,11790.0,Toyota,Innova,11
Jaipur,2011,42000,Petrol,Manual,Second,16.95,1498.0,97.7,5.0,3000.0,Nissan,Sunny,13
Bangalore,2011,94821,Diesel,Automatic,Second,20.0,1968.0,138.1,5.0,6750.0,Skoda,Laura,13
Jaipur,2006,100000,Petrol,Manual,First,14.49,1399.0,92.7,5.0,1400.0,Chevrolet,Aveo,18
Mumbai,2014,57000,Diesel,Manual,First,24.2,1498.0,98.6,7.0,5750.0,Honda,Mobilio,10
Hyderabad,2010,79894,Diesel,Manual,First,21.1,1248.0,73.9,5.0,3400.0,Maruti,Ritz,14
Coimbatore,2011,44748,Petrol,Manual,Second,16.47,1198.0,73.9,5.0,4890.0,Volkswagen,Polo,13
Mumbai,2013,31000,Petrol,Manual,First,13.24,1598.0,102.5,5.0,4950.0,Nissan,Terrano,11
Coimbatore,2013,60587,Petrol,Automatic,Second,16.98,998.0,66.1,5.0,3490.0,Maruti,A-Star,11
Pune,2011,32000,Diesel,Manual,First,23.59,1364.0,97.7,5.0,3850.0,Toyota,Etios,13
Pune,2014,43772,Petrol,Manual,First,17.0,1497.0,118.0,5.0,6350.0,Honda,City,10
Coimbatore,2017,23576,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,7080.0,Hyundai,Grand,7
Hyderabad,2017,4000,Diesel,Automatic,First,13.6,1999.0,177.0,5.0,38000.0,Jaguar,XE,7
Kolkata,2012,62000,Diesel,Manual,First,12.05,2179.0,120.0,8.0,6250.0,Mahindra,Scorpio,12
Mumbai,2011,36000,Petrol,Automatic,First,11.74,1796.0,186.0,5.0,10150.0,Mercedes-Benz,New,13
Delhi,2014,80000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,10750.0,Skoda,Superb,10
Pune,2012,137008,Diesel,Automatic,First,18.1,1991.0,147.9,4.0,4650.0,Chevrolet,Cruze,12
Delhi,2010,61001,Diesel,Manual,First,12.05,2179.0,120.0,8.0,4750.0,Mahindra,Scorpio,14
Coimbatore,2015,52191,Petrol,Manual,First,17.1,1591.0,121.3,5.0,7780.0,Hyundai,Verna,9
Hyderabad,2016,77076,Diesel,Manual,First,23.0,1396.0,90.0,5.0,6750.0,Hyundai,i20,8
Hyderabad,2008,56000,Petrol,Automatic,First,16.4,1497.0,78.0,5.0,2990.0,Honda,City,16
Kolkata,2013,21000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2350.0,Hyundai,i10,11
Delhi,2013,89429,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3650.0,Honda,Amaze,11
Delhi,2012,45631,Petrol,Manual,Second,22.5,998.0,67.04,5.0,2740.0,Maruti,Wagon,12
Jaipur,2013,53959,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3500.0,Honda,Brio,11
Kochi,2014,55804,Petrol,Manual,First,17.0,1197.0,80.0,5.0,4760.0,Hyundai,i20,10
Kochi,2016,25899,Petrol,Manual,First,15.04,1598.0,103.2,5.0,6200.0,Volkswagen,Vento,8
Pune,2008,82000,Diesel,Manual,Second,18.7,1896.0,66.0,5.0,2350.0,Skoda,Octavia,16
Mumbai,2014,52000,Diesel,Automatic,First,13.0,2143.0,204.0,5.0,24500.0,Mercedes-Benz,E-Class,10
Pune,2013,20000,Petrol,Manual,First,13.24,1598.0,102.57,5.0,6000.0,Renault,Duster,11
